33 - CONSTITUENCY WISE DETAILED RESULT,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Votes Secured,,,% of Votes Secured,,,,,,
State Name,PC Name,Candidate Name,Gender,Age,Category,Party Name,Party Symbol,"Total Votes Polled In
The Constituency",Valid Votes,General,Postal,Total,Over Total Electors In Constituency,Over Total Votes Polled In Constituency,Over Total Valid Votes Polled In Constituency,Total Electors,,,
Andhra Pradesh,Narsapuram,GANJI PURNIMA,FEMALE,41,GENERAL,RPI(A),Coconut farm,1232553,1223597,1645,4,1649,0.11,0.13,0.13,1473811,,,
Andhra Pradesh,Narsapuram,GEDALA LAXMANA RAO,MALE,47,GENERAL,IND,Whistle,1232553,1223597,1525,2,1527,0.1,0.12,0.12,1473811,,,
Andhra Pradesh,Narsapuram,ADDANKI DORABABU,MALE,54,GENERAL,IND,Box,1232553,1223597,1388,5,1393,0.09,0.11,0.11,1473811,,,
Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,MALE,53,SC,IND,Lady purse,1232553,1223597,1378,6,1384,0.09,0.11,0.11,1473811,,,
Andhra Pradesh,Narsapuram,ADINARAYANA DUPPANAPUDI,MALE,46,GENERAL,IND,Camera,1232553,1223597,1002,5,1007,0.07,0.08,0.08,1473811,,,
Andhra Pradesh,Narsapuram,MANNE LEELA RAMA NARENDRA,MALE,38,GENERAL,PPOI,Flute,1232553,1223597,922,8,930,0.06,0.08,0.08,1473811,,,
Andhra Pradesh,Narsapuram,RAMA DURGA PRASAD THOLETI,MALE,36,GENERAL,IND,Computer,1232553,1223597,919,1,920,0.06,0.07,0.08,1473811,,,
Andhra Pradesh,Narsapuram,RUKHMINI,FEMALE,67,GENERAL,IND,Nagrik,1232553,1223597,683,3,686,0.05,0.06,0.06,1473811,,,
Andhra Pradesh,Narsapuram,ADABALA SIVA,MALE,40,GENERAL,IND,Bat,1232553,1223597,682,1,683,0.05,0.06,0.06,1473811,,,
Andhra Pradesh,Eluru,PUTTA MAHESH KUMAR,MALE,39,GENERAL,TDP,Bicycle,1387990,1359534,737644,8707,746351,45.56,53.77,54.9,1638116,,,
Andhra Pradesh,Eluru,KARUMURI SUNIL KUMAR,MALE,33,GENERAL,YSRCP,Ceiling fan,1387990,1359534,559318,5176,564494,34.46,40.67,41.52,1638116,,,
Andhra Pradesh,Eluru,NOTA,,,,NOTA,NOTA,1387990,1359534,22371,144,22515,1.37,1.62,1.66,1638116,,,
Andhra Pradesh,Eluru,KAVURI LAVANYA,FEMALE,47,GENERAL,INC,Hand,1387990,1359534,19820,1006,20826,1.27,1.5,1.53,1638116,,,
Andhra Pradesh,Eluru,AJAY BABU BODA,MALE,32,SC,NRCP,Bucket,1387990,1359534,12197,13,12210,0.75,0.88,0.9,1638116,,,
Andhra Pradesh,Eluru,NITTA AKHILA DHARANI PAL,MALE,65,SC,BSP,Elephant,1387990,1359534,6664,68,6732,0.41,0.49,0.5,1638116,,,
Andhra Pradesh,Eluru,BOKINALA KOTESWARA RAO,MALE,42,SC,IND,Gas Stove,1387990,1359534,2253,10,2263,0.14,0.16,0.17,1638116,,,
Andhra Pradesh,Eluru,RUDRAPAKA RATNA RAO (R.R.R),MALE,70,GENERAL,ARPS,Mixee,1387990,1359534,1523,3,1526,0.09,0.11,0.11,1638116,,,
Andhra Pradesh,Eluru,KANDAVALLI JEEVA DEVA DAYAKAR,MALE,56,GENERAL,IND,Bat,1387990,1359534,1172,8,1180,0.07,0.09,0.09,1638116,,,
Andhra Pradesh,Eluru,AGASTEEN KOMMINA,MALE,41,SC,IND,Ring,1387990,1359534,1001,3,1004,0.06,0.07,0.07,1638116,,,
Andhra Pradesh,Eluru,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),MALE,49,SC,LBCP,Well,1387990,1359534,777,9,786,0.05,0.06,0.06,1638116,,,
Andhra Pradesh,Eluru,RAJESWARA RAO KONDRU,MALE,44,GENERAL,BHRJWNKP,Gift pack,1387990,1359534,729,3,732,0.04,0.05,0.05,1638116,,,
Andhra Pradesh,Eluru,GODUGUPATI VEERA RAGHAVULU,MALE,51,GENERAL,PPOI,Flute,1387990,1359534,710,5,715,0.04,0.05,0.05,1638116,,,
Andhra Pradesh,Eluru,BYRABOYINA MALYADRI,MALE,55,GENERAL,BCYP,Ganna kisan,1387990,1359534,705,10,715,0.04,0.05,0.05,1638116,,,
Andhra Pradesh,Machilipatnam,BALASHOWRY VALLABHANENI,MALE,55,GENERAL,JnP,Glass tumbler,1315489,1299878,712149,12290,724439,47.04,55.07,55.73,1540045,,,
Andhra Pradesh,Machilipatnam,SIMHADRI CHANDRA SEKHAR RAO,MALE,70,GENERAL,YSRCP,Ceiling fan,1315489,1299878,495211,6049,501260,32.55,38.1,38.56,1540045,,,
Andhra Pradesh,Machilipatnam,GOLLU KRISHNA,MALE,60,GENERAL,INC,Hand,1315489,1299878,31130,695,31825,2.07,2.42,2.45,1540045,,,
Andhra Pradesh,Machilipatnam,NOTA,,,,NOTA,NOTA,1315489,1299878,12008,118,12126,0.79,0.92,0.93,1540045,,,
Andhra Pradesh,Machilipatnam,BALASHOWRI. CH,MALE,66,SC,JJSP,Pen stand,1315489,1299878,10518,623,11141,0.72,0.85,0.86,1540045,,,
Andhra Pradesh,Machilipatnam,DEVAMANI DEVARAPALLI,FEMALE,46,SC,BSP,Elephant,1315489,1299878,9911,117,10028,0.65,0.76,0.77,1540045,,,
Andhra Pradesh,Machilipatnam,KOMMARAJU SIVA NARASIMHARAO,MALE,63,GENERAL,AIFB,Lion,1315489,1299878,5245,9,5254,0.34,0.4,0.4,1540045,,,
Andhra Pradesh,Machilipatnam,VALLABHANENI NAGA PAVANKUMAR (NANI),MALE,34,GENERAL,IND,Bucket,1315489,1299878,5206,14,5220,0.34,0.4,0.4,1540045,,,
Andhra Pradesh,Machilipatnam,MARADANI KUMARSWAMY,MALE,38,GENERAL,JMBP,Flute,1315489,1299878,2206,8,2214,0.14,0.17,0.17,1540045,,,
Andhra Pradesh,Machilipatnam,GANDHI DHANEKULA,MALE,76,GENERAL,IND,Almirah,1315489,1299878,1989,2,1991,0.13,0.15,0.15,1540045,,,
Andhra Pradesh,Machilipatnam,P. BALASOWRAMMA,FEMALE,39,GENERAL,IND,Basket containing Fruits,1315489,1299878,1576,6,1582,0.1,0.12,0.12,1540045,,,
Andhra Pradesh,Machilipatnam,ANUSHA YERUVA,FEMALE,25,GENERAL,IND,Camera,1315489,1299878,1233,2,1235,0.08,0.09,0.1,1540045,,,
Andhra Pradesh,Machilipatnam,GUDAVALLI VENKATA KEDARESWARA RAO (GOUD),MALE,55,GENERAL,IND,Pot,1315489,1299878,1102,9,1111,0.07,0.08,0.09,1540045,,,
Andhra Pradesh,Machilipatnam,JOGI VEERANJANEYULU,MALE,32,GENERAL,IND,Gas cylinder,1315489,1299878,1020,2,1022,0.07,0.08,0.08,1540045,,,
Andhra Pradesh,Machilipatnam,DAMODARARAO GUDAVALLI,MALE,58,SC,IND,Laptop,1315489,1299878,928,2,930,0.06,0.07,0.07,1540045,,,
Andhra Pradesh,Machilipatnam,APPARAO ENNETI,MALE,51,GENERAL,IND,Harmonium,1315489,1299878,625,1,626,0.04,0.05,0.05,1540045,,,
Andhra Pradesh,Vijayawada,KESINENI SIVANATH (CHINNI),MALE,55,GENERAL,TDP,Bicycle,1371102,1355212,784722,9432,794154,46.59,57.92,58.6,1704469,,,
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),MALE,58,GENERAL,YSRCP,Ceiling fan,1371102,1355212,505637,6432,512069,30.04,37.35,37.79,1704469,,,
Andhra Pradesh,Vijayawada,BHARGAV VALLURU,MALE,36,GENERAL,INC,Hand,1371102,1355212,23498,608,24106,1.41,1.76,1.78,1704469,,,
Andhra Pradesh,Vijayawada,NOTA,,,,NOTA,NOTA,1371102,1355212,9038,155,9193,0.54,0.67,0.68,1704469,,,
Andhra Pradesh,Vijayawada,KRISHNA KISHORE YANAMANDRA,MALE,50,GENERAL,NavaP,Glass tumbler,1371102,1355212,7710,168,7878,0.46,0.57,0.58,1704469,,,
Andhra Pradesh,Vijayawada,VENKATA ASHOK PAPPURI,MALE,27,GENERAL,IND,Air conditioner,1371102,1355212,6672,0,6672,0.39,0.49,0.49,1704469,,,
Andhra Pradesh,Vijayawada,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),MALE,38,GENERAL,IND,Diamond,1371102,1355212,3199,0,3199,0.19,0.23,0.24,1704469,,,
Andhra Pradesh,Vijayawada,MEKA VENKATESWARA RAO,MALE,50,GENERAL,BSP,Elephant,1371102,1355212,2184,49,2233,0.13,0.16,0.16,1704469,,,
Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,MALE,45,GENERAL,IND,Chappals,1371102,1355212,1240,0,1240,0.07,0.09,0.09,1704469,,,
Andhra Pradesh,Vijayawada,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),MALE,37,SC,TLRDSMTP,Rubber stamp,1371102,1355212,609,6,615,0.04,0.04,0.05,1704469,,,
Andhra Pradesh,Vijayawada,SYED KHAMURUNNISA,FEMALE,34,GENERAL,NRCP,Bucket,1371102,1355212,600,1,601,0.04,0.04,0.04,1704469,,,
Andhra Pradesh,Vijayawada,CHAGANTIPATI GANGADHAR GANDHI,MALE,49,GENERAL,PPOI,Television,1371102,1355212,486,3,489,0.03,0.04,0.04,1704469,,,
Andhra Pradesh,Vijayawada,DATLA LURTHU MERI,FEMALE,51,SC,JRBP,Coat,1371102,1355212,409,8,417,0.02,0.03,0.03,1704469,,,
Andhra Pradesh,Vijayawada,PERAM SIVA NAGESWARA RAO,MALE,55,GENERAL,RPPRINAT,Basket containing Fruits,1371102,1355212,365,3,368,0.02,0.03,0.03,1704469,,,
Andhra Pradesh,Vijayawada,DEVARASETTY RAVEENDRA BABU,MALE,49,GENERAL,ARPS,Mixee,1371102,1355212,328,3,331,0.02,0.02,0.02,1704469,,,
Andhra Pradesh,Vijayawada,GUJJULA LALITHA,FEMALE,61,GENERAL,SUCI,Bat,1371102,1355212,323,4,327,0.02,0.02,0.02,1704469,,,
Andhra Pradesh,Vijayawada,N DASARADHA RAMI REDDY,MALE,70,GENERAL,AllJP,Gas cylinder,1371102,1355212,268,1,269,0.02,0.02,0.02,1704469,,,
Andhra Pradesh,Vijayawada,CHINTHALACHERUVU HEMALATHA,FEMALE,46,SC,JMBP,Flute,1371102,1355212,239,5,244,0.01,0.02,0.02,1704469,,,
Andhra Pradesh,Guntur,DR CHANDRA SEKHAR PEMMASANI,MALE,48,GENERAL,TDP,Bicycle,1437528,1417984,851020,13928,864948,48.23,60.17,61,1793324,,,
Andhra Pradesh,Guntur,KILARI VENKATA ROSAIAH,MALE,57,GENERAL,YSRCP,Ceiling fan,1437528,1417984,513563,6690,520253,29.01,36.19,36.69,1793324,,,
Andhra Pradesh,Guntur,JANGALA AJAY KUMAR,MALE,57,GENERAL,CPI,Ears of corn and sickle,1437528,1417984,8317,320,8637,0.48,0.6,0.61,1793324,,,
Andhra Pradesh,Guntur,NOTA,,,,NOTA,NOTA,1437528,1417984,7210,177,7387,0.41,0.51,0.52,1793324,,,
Andhra Pradesh,Guntur,SIVAREDDY. ENDREDDY,MALE,63,GENERAL,NavaP,Hour glass,1437528,1417984,5628,1,5629,0.31,0.39,0.4,1793324,,,
Andhra Pradesh,Guntur,TENALI PRAKASH,MALE,48,SC,BSP,Elephant,1437528,1417984,4172,100,4272,0.24,0.3,0.3,1793324,,,
Andhra Pradesh,Guntur,SIKHAKOLLI HEMA GOWRI SHANKAR,MALE,31,GENERAL,JJSP,Pen stand,1437528,1417984,1959,5,1964,0.11,0.14,0.14,1793324,,,
Andhra Pradesh,Guntur,SAMUDRALA CHINNA KOTAIAH,MALE,46,SC,JRBP,Coat,1437528,1417984,1748,5,1753,0.1,0.12,0.12,1793324,,,
Andhra Pradesh,Guntur,UMAR BHASHA SHAIK,MALE,34,GENERAL,JNSHSK,Petrol pump,1437528,1417984,1273,2,1275,0.07,0.09,0.09,1793324,,,
Andhra Pradesh,Guntur,SYED. SAIDA,MALE,31,GENERAL,NRCP,Bucket,1437528,1417984,1216,6,1222,0.07,0.09,0.09,1793324,,,
Andhra Pradesh,Guntur,AMBATI CHALAMAIAH,MALE,58,GENERAL,PPOI,Television,1437528,1417984,1029,2,1031,0.06,0.07,0.07,1793324,,,
Andhra Pradesh,Guntur,PILLI BABU RAO,MALE,66,SC,IND,Road roller,1437528,1417984,688,4,692,0.04,0.05,0.05,1793324,,,
Andhra Pradesh,Guntur,HARI VENKATA SATISH KURNALA,MALE,50,GENERAL,JBNP,Battery Torch,1437528,1417984,540,2,542,0.03,0.04,0.04,1793324,,,
Andhra Pradesh,Guntur,VISHNU REDDY LANKIREDDY,MALE,33,GENERAL,BNGLRNNP,Spanner,1437528,1417984,461,0,461,0.03,0.03,0.03,1793324,,,
Andhra Pradesh,Guntur,EMANI. CHANDRASEKHAR RAO,MALE,58,SC,NPT,Bat,1437528,1417984,409,5,414,0.02,0.03,0.03,1793324,,,
Andhra Pradesh,Guntur,SHAIK. KHAJAVALI,MALE,39,GENERAL,IND,Apple,1437528,1417984,387,4,391,0.02,0.03,0.03,1793324,,,
Andhra Pradesh,Guntur,CHALLAPALLI RATAN RAJU,MALE,37,SC,VCK,Pot,1437528,1417984,374,4,378,0.02,0.03,0.03,1793324,,,
Andhra Pradesh,Guntur,KANNEBOYINA VAMSI KRISHNA YADAV,MALE,33,GENERAL,IND,Ganna kisan,1437528,1417984,368,7,375,0.02,0.03,0.03,1793324,,,
Andhra Pradesh,Guntur,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,MALE,48,GENERAL,APRS,Gas cylinder,1437528,1417984,353,5,358,0.02,0.02,0.03,1793324,,,
Andhra Pradesh,Guntur,GAYATRI AUDHIPUDI,FEMALE,55,GENERAL,IND,Pen nib with seven rays,1437528,1417984,350,7,357,0.02,0.02,0.03,1793324,,,
Andhra Pradesh,Guntur,SHAIK ASLAM AKTHER,MALE,50,GENERAL,IND,Diamond,1437528,1417984,334,1,335,0.02,0.02,0.02,1793324,,,
Andhra Pradesh,Guntur,ASHOK ANAND GALI,MALE,39,SC,IND,Batsman,1437528,1417984,335,0,335,0.02,0.02,0.02,1793324,,,
Andhra Pradesh,Guntur,PATHAN KHAJA (BASHA),MALE,45,GENERAL,TLRDSMTP,Rubber stamp,1437528,1417984,328,4,332,0.02,0.02,0.02,1793324,,,
Andhra Pradesh,Guntur,BURAGA RATNAM,MALE,53,SC,LJD,Whistle,1437528,1417984,304,12,316,0.02,0.02,0.02,1793324,,,
Andhra Pradesh,Guntur,AMARTHALURI VENKATESWARA RAO.,MALE,55,SC,MCPI,Computer,1437528,1417984,308,4,312,0.02,0.02,0.02,1793324,,,
Andhra Pradesh,Guntur,DR. RAYAPUDI RAJESH VIJAY KUMAR,MALE,40,SC,ILP(AP),Bread,1437528,1417984,306,4,310,0.02,0.02,0.02,1793324,,,
Andhra Pradesh,Guntur,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,MALE,49,GENERAL,IND,Camera,1437528,1417984,268,0,268,0.01,0.02,0.02,1793324,,,
Andhra Pradesh,Guntur,SIVA PARVATHI,FEMALE,34,GENERAL,IND,Mike,1437528,1417984,262,4,266,0.01,0.02,0.02,1793324,,,
Andhra Pradesh,Guntur,BOMMASANI MUTYALA RAO,MALE,74,GENERAL,AlPP,Cot,1437528,1417984,200,7,207,0.01,0.01,0.01,1793324,,,
Andhra Pradesh,Guntur,SRIKRISHNA AKKISETTI,MALE,56,GENERAL,IND,Robot,1437528,1417984,179,0,179,0.01,0.01,0.01,1793324,,,
Andhra Pradesh,Guntur,MADAVARAPU NAGA RAJU,MALE,45,SC,IND,Ring,1437528,1417984,172,0,172,0.01,0.01,0.01,1793324,,,
Andhra Pradesh,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,MALE,41,GENERAL,TDP,Bicycle,1504877,1488370,798097,9899,807996,46.54,53.69,54.29,1736162,,,
Andhra Pradesh,Narsaraopet,ANIL KUMAR POLUBOINA,MALE,44,GENERAL,YSRCP,Ceiling fan,1504877,1488370,642186,6081,648267,37.34,43.08,43.56,1736162,,,
Andhra Pradesh,Narsaraopet,GARNEPUDI ALEXANDER SUDHAKAR,MALE,55,GENERAL,INC,Hand,1504877,1488370,17520,526,18046,1.04,1.2,1.21,1736162,,,
Andhra Pradesh,Narsaraopet,NOTA,,,,NOTA,NOTA,1504877,1488370,11120,79,11199,0.65,0.74,0.75,1736162,,,
Andhra Pradesh,Narsaraopet,ORSU PREMARAJU,MALE,61,GENERAL,BSP,Elephant,1504877,1488370,5276,33,5309,0.31,0.35,0.36,1736162,,,
Andhra Pradesh,Narsaraopet,KUCHIPUDI JOHN BABU,MALE,51,SC,JRBP,Coat,1504877,1488370,2328,8,2336,0.13,0.16,0.16,1736162,,,
Andhra Pradesh,Narsaraopet,GARLAPATI SUBHASH PREM,MALE,31,SC,RSP,Electric pole,1504877,1488370,1243,2,1245,0.07,0.08,0.08,1736162,,,
Andhra Pradesh,Narsaraopet,YAMPATI VEERANJANEYA REDDY,MALE,51,GENERAL,IND,Whistle,1504877,1488370,1056,1,1057,0.06,0.07,0.07,1736162,,,
Andhra Pradesh,Narsaraopet,SUBBARAO CHALLA,MALE,40,GENERAL,IND,Cot,1504877,1488370,1051,0,1051,0.06,0.07,0.07,1736162,,,
Andhra Pradesh,Narsaraopet,ABDUL RAJAK SHAIK,MALE,48,GENERAL,IND,Nagrik,1504877,1488370,718,5,723,0.04,0.05,0.05,1736162,,,
Andhra Pradesh,Narsaraopet,KOTA POTHURAJU,MALE,53,GENERAL,PPOI,Television,1504877,1488370,667,3,670,0.04,0.04,0.05,1736162,,,
Andhra Pradesh,Narsaraopet,P VENKATESH,MALE,50,SC,JCVIVP,Gas cylinder,1504877,1488370,385,3,388,0.02,0.03,0.03,1736162,,,
Andhra Pradesh,Narsaraopet,PASUPULETI PICHAIAH,MALE,37,GENERAL,NNKP,Gas Stove,1504877,1488370,353,3,356,0.02,0.02,0.02,1736162,,,
Andhra Pradesh,Narsaraopet,PAPPULA SAMBASIVA RAO,MALE,54,SC,NRCP,Bucket,1504877,1488370,331,1,332,0.02,0.02,0.02,1736162,,,
Andhra Pradesh,Narsaraopet,DOCTOR GODA RAMESH KUMAR,MALE,40,SC,JJSP,Pen stand,1504877,1488370,305,4,309,0.02,0.02,0.02,1736162,,,
Andhra Pradesh,Narsaraopet,THOKALA NAGA RAJU,MALE,40,ST,AIFB,Lion,1504877,1488370,277,8,285,0.02,0.02,0.02,1736162,,,
Andhra Pradesh,Bapatla,KRISHNA PRASAD TENNETI,MALE,64,SC,TDP,Bicycle,1308243,1287022,706757,10736,717493,47.48,54.84,55.75,1511177,,,
Andhra Pradesh,Bapatla,NANDIGAM SURESH BABU,MALE,46,SC,YSRCP,Ceiling fan,1308243,1287022,503816,5646,509462,33.71,38.94,39.58,1511177,,,
Andhra Pradesh,Bapatla,J.D. SEELAM,MALE,70,SC,INC,Hand,1308243,1287022,41673,1586,43259,2.86,3.31,3.36,1511177,,,
Andhra Pradesh,Bapatla,NOTA,,,,NOTA,NOTA,1308243,1287022,13599,124,13723,0.91,1.05,1.07,1511177,,,
Andhra Pradesh,Bapatla,DOKKA JAGAN MOHANA RAO,MALE,61,SC,BSP,Elephant,1308243,1287022,6774,83,6857,0.45,0.52,0.53,1511177,,,
Andhra Pradesh,Bapatla,NALAMALA TIRUPATI RAO,MALE,46,SC,NavaP,Glass tumbler,1308243,1287022,2888,76,2964,0.2,0.23,0.23,1511177,,,
Andhra Pradesh,Bapatla,BUSSA. NAGARAJU,MALE,34,SC,IND,Almirah,1308243,1287022,1311,7,1318,0.09,0.1,0.1,1511177,,,
Andhra Pradesh,Bapatla,GADDE. VIJAYA LAKSHMI,FEMALE,34,SC,IND,Bucket,1308243,1287022,1046,5,1051,0.07,0.08,0.08,1511177,,,
Andhra Pradesh,Bapatla,KATTAPOGU. VIJAY KUMAR,MALE,57,SC,PPOI,Television,1308243,1287022,893,4,897,0.06,0.07,0.07,1511177,,,
Andhra Pradesh,Bapatla,KONDRU KIRAN KUMAR,MALE,46,SC,IND,Ganna kisan,1308243,1287022,791,6,797,0.05,0.06,0.06,1511177,,,
Andhra Pradesh,Bapatla,KATTA ANAND BABU,MALE,32,SC,IND,Air conditioner,1308243,1287022,704,25,729,0.05,0.06,0.06,1511177,,,
Andhra Pradesh,Bapatla,MERUGUPALA SADASIVA RAO,MALE,37,SC,IPBP,Trumpet,1308243,1287022,669,4,673,0.04,0.05,0.05,1511177,,,
Andhra Pradesh,Bapatla,KATTA HEMANAND,MALE,43,SC,IND,Diamond,1308243,1287022,547,2,549,0.04,0.04,0.04,1511177,,,
Andhra Pradesh,Bapatla,PARRE. KOTAIAH,MALE,41,SC,JRBP,Coat,1308243,1287022,408,4,412,0.03,0.03,0.03,1511177,,,
Andhra Pradesh,Bapatla,PALADUG VIJENDRA RAO (BAHUJAN),MALE,58,SC,LBCP,Well,1308243,1287022,294,12,306,0.02,0.02,0.02,1511177,,,
Andhra Pradesh,Bapatla,CHINNAM MURALIDHAR,MALE,67,SC,AlPP,Cot,1308243,1287022,252,3,255,0.02,0.02,0.02,1511177,,,
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,MALE,70,GENERAL,TDP,Bicycle,1425958,1409009,689829,12065,701894,43.47,49.22,49.81,1614525,,,
Andhra Pradesh,Ongole,DR CHEVIREDDY BHASKAR REDDY,MALE,51,GENERAL,YSRCP,Ceiling fan,1425958,1409009,644052,7643,651695,40.36,45.7,46.25,1614525,,,
Andhra Pradesh,Ongole,EDA SUDHAKARA REDDY,MALE,50,GENERAL,INC,Hand,1425958,1409009,25803,919,26722,1.66,1.87,1.9,1614525,,,
Andhra Pradesh,Ongole,NOTA,,,,NOTA,NOTA,1425958,1409009,13066,139,13205,0.82,0.93,0.94,1614525,,,
Andhra Pradesh,Ongole,DHARANIKOTA LAKSHMI NARAYANA,MALE,50,GENERAL,BSP,Elephant,1425958,1409009,6238,76,6314,0.39,0.44,0.45,1614525,,,
Andhra Pradesh,Ongole,PODILI RAMBABU,MALE,36,GENERAL,IND,Glass tumbler,1425958,1409009,3035,38,3073,0.19,0.22,0.22,1614525,,,
Andhra Pradesh,Ongole,BUCHI EDUKONDALU,MALE,41,GENERAL,IND,Laptop,1425958,1409009,3046,2,3048,0.19,0.21,0.22,1614525,,,
Andhra Pradesh,Ongole,ORSU VEENA,FEMALE,37,GENERAL,JBNP,Battery Torch,1425958,1409009,2242,25,2267,0.14,0.16,0.16,1614525,,,
Andhra Pradesh,Ongole,BONTHA RANGA REDDY,MALE,61,GENERAL,IND,Ring,1425958,1409009,1923,0,1923,0.12,0.13,0.14,1614525,,,
Andhra Pradesh,Ongole,BODDU KRANTHI KUMAR,MALE,33,SC,IND,Flute,1425958,1409009,1797,1,1798,0.11,0.13,0.13,1614525,,,
Andhra Pradesh,Ongole,MOHAN GOUD J V,MALE,63,GENERAL,IND,Pot,1425958,1409009,1442,5,1447,0.09,0.1,0.1,1614525,,,
Andhra Pradesh,Ongole,U MADHU BABU,MALE,38,GENERAL,IND,Cube,1425958,1409009,1006,2,1008,0.06,0.07,0.07,1614525,,,
Andhra Pradesh,Ongole,PASAM VENKATESWARLU YADAV,MALE,51,GENERAL,SP,Bicycle pump,1425958,1409009,699,44,743,0.05,0.05,0.05,1614525,,,
Andhra Pradesh,Ongole,KARATAPU RAJU,MALE,53,SC,IND,Pressure cooker,1425958,1409009,730,5,735,0.05,0.05,0.05,1614525,,,
Andhra Pradesh,Ongole,JAGADEESH RAYAPATI,MALE,38,SC,IND,Bat,1425958,1409009,713,12,725,0.04,0.05,0.05,1614525,,,
Andhra Pradesh,Ongole,DEVIREDDY BALANJANEYULU,MALE,41,GENERAL,IND,Jackfruit,1425958,1409009,710,6,716,0.04,0.05,0.05,1614525,,,
Andhra Pradesh,Ongole,HARI PRASAD TUPAKULA,MALE,47,GENERAL,IND,Bread,1425958,1409009,706,5,711,0.04,0.05,0.05,1614525,,,
Andhra Pradesh,Ongole,SURYA TEJA KOTA,MALE,33,GENERAL,PPOI,Television,1425958,1409009,674,9,683,0.04,0.05,0.05,1614525,,,
Andhra Pradesh,Ongole,AKUMALLA MALLIKARJUNA REDDY,MALE,35,GENERAL,IND,Coconut farm,1425958,1409009,575,0,575,0.04,0.04,0.04,1614525,,,
Andhra Pradesh,Ongole,VESHAPOGU GURAVABABU,MALE,25,SC,IND,Whistle,1425958,1409009,457,4,461,0.03,0.03,0.03,1614525,,,
Andhra Pradesh,Ongole,KOMMU YOHANU,MALE,33,SC,LBCP,Well,1425958,1409009,454,7,461,0.03,0.03,0.03,1614525,,,
Andhra Pradesh,Ongole,SESHUBABU GUDDANTI,MALE,48,GENERAL,IND,Gas Stove,1425958,1409009,449,0,449,0.03,0.03,0.03,1614525,,,
Andhra Pradesh,Ongole,SINGAMNENI SREEKANTH,MALE,39,GENERAL,IND,Ganna kisan,1425958,1409009,407,3,410,0.03,0.03,0.03,1614525,,,
Andhra Pradesh,Ongole,YARRA DASARADHARAMAIAH,MALE,54,GENERAL,IND,Chain,1425958,1409009,394,0,394,0.02,0.03,0.03,1614525,,,
Andhra Pradesh,Ongole,K PAVAN KALYAN,MALE,33,GENERAL,JJSP,Pen stand,1425958,1409009,362,30,392,0.02,0.03,0.03,1614525,,,
Andhra Pradesh,Ongole,KOTA VAMSI KRISHNA,MALE,27,GENERAL,IND,Bucket,1425958,1409009,365,0,365,0.02,0.03,0.03,1614525,,,
Andhra Pradesh,Nandyal,DR BYREDDY SHABARI,FEMALE,40,GENERAL,TDP,Bicycle,1410776,1393721,689417,11714,701131,40.66,49.7,50.31,1724191,,,
Andhra Pradesh,Nandyal,POCHA BRAHMANANDA REDDY,MALE,66,GENERAL,YSRCP,Ceiling fan,1410776,1393721,583155,6001,589156,34.17,41.76,42.27,1724191,,,
Andhra Pradesh,Nandyal,J LAKSHMI NARASIMHA YADAV,MALE,38,GENERAL,INC,Hand,1410776,1393721,54920,1284,56204,3.26,3.98,4.03,1724191,,,
Andhra Pradesh,Nandyal,NOTA,,,,NOTA,NOTA,1410776,1393721,10538,159,10697,0.62,0.76,0.77,1724191,,,
Andhra Pradesh,Nandyal,P GURUVAIAH,MALE,51,GENERAL,IND,Electric pole,1410776,1393721,8190,1,8191,0.48,0.58,0.59,1724191,,,
Andhra Pradesh,Nandyal,A CHINNA MOULALI,MALE,43,SC,BSP,Elephant,1410776,1393721,7768,63,7831,0.45,0.56,0.56,1724191,,,
Andhra Pradesh,Nandyal,HAFIZ ATAULLAH KHAN,MALE,53,GENERAL,SDPI,Sewing machine,1410776,1393721,6858,74,6932,0.4,0.49,0.5,1724191,,,
Andhra Pradesh,Nandyal,KOMMUSANI PEDDA KAMBAGIRI SWAMY,MALE,51,GENERAL,IND,Baby walker,1410776,1393721,4633,0,4633,0.27,0.33,0.33,1724191,,,
Andhra Pradesh,Nandyal,GAGGERA VENKATA RAMANAIAH,MALE,41,GENERAL,IND,T.V. Remote,1410776,1393721,3027,4,3031,0.18,0.21,0.22,1724191,,,
Andhra Pradesh,Nandyal,DUMAVATH SWAMY NAIK,MALE,52,ST,IND,Battery Torch,1410776,1393721,2348,10,2358,0.14,0.17,0.17,1724191,,,
Andhra Pradesh,Nandyal,KUNUKUNTLA RAMUDU,MALE,43,GENERAL,IND,Apple,1410776,1393721,1408,5,1413,0.08,0.1,0.1,1724191,,,
Andhra Pradesh,Nandyal,E ANIL KUMAR,MALE,37,GENERAL,IND,Kettle,1410776,1393721,1332,2,1334,0.08,0.09,0.1,1724191,,,
