layer_id,level,entity_state,entity_district,entity_city,partition_path,format,crs,simplification_algorithm,simplification_tolerance_deg,original_feature_count,retained_feature_count,unkeyed_count,unkeyed_keys_json,size_bytes,source_id,notes,delimitation_vintage
boundaries.in.wards.state=in_s24.ulb=801230,ward,S24,,801230,boundaries/in/wards/state=in_s24/ulb=801230/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,21877,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801231,ward,S24,,801231,boundaries/in/wards/state=in_s24/ulb=801231/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,24270,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801232,ward,S24,,801232,boundaries/in/wards/state=in_s24/ulb=801232/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,25291,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801233,ward,S24,,801233,boundaries/in/wards/state=in_s24/ulb=801233/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,7,7,0,,8321,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801235,ward,S24,,801235,boundaries/in/wards/state=in_s24/ulb=801235/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,90,90,0,,714281,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801237,ward,S24,,801237,boundaries/in/wards/state=in_s24/ulb=801237/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,19038,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801238,ward,S24,,801238,boundaries/in/wards/state=in_s24/ulb=801238/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,11584,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801239,ward,S24,,801239,boundaries/in/wards/state=in_s24/ulb=801239/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,33702,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801240,ward,S24,,801240,boundaries/in/wards/state=in_s24/ulb=801240/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,17178,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801241,ward,S24,,801241,boundaries/in/wards/state=in_s24/ulb=801241/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,24080,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801242,ward,S24,,801242,boundaries/in/wards/state=in_s24/ulb=801242/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,15034,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801243,ward,S24,,801243,boundaries/in/wards/state=in_s24/ulb=801243/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,14934,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801244,ward,S24,,801244,boundaries/in/wards/state=in_s24/ulb=801244/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,38,38,0,,57786,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801245,ward,S24,,801245,boundaries/in/wards/state=in_s24/ulb=801245/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,18497,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801246,ward,S24,,801246,boundaries/in/wards/state=in_s24/ulb=801246/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,40683,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801247,ward,S24,,801247,boundaries/in/wards/state=in_s24/ulb=801247/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,35961,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801248,ward,S24,,801248,boundaries/in/wards/state=in_s24/ulb=801248/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,15886,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801249,ward,S24,,801249,boundaries/in/wards/state=in_s24/ulb=801249/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,31551,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801250,ward,S24,,801250,boundaries/in/wards/state=in_s24/ulb=801250/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,13234,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801251,ward,S24,,801251,boundaries/in/wards/state=in_s24/ulb=801251/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,13779,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801252,ward,S24,,801252,boundaries/in/wards/state=in_s24/ulb=801252/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,50185,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801253,ward,S24,,801253,boundaries/in/wards/state=in_s24/ulb=801253/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,14436,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801254,ward,S24,,801254,boundaries/in/wards/state=in_s24/ulb=801254/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,12503,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801257,ward,S24,,801257,boundaries/in/wards/state=in_s24/ulb=801257/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,38525,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801258,ward,S24,,801258,boundaries/in/wards/state=in_s24/ulb=801258/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,16638,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801259,ward,S24,,801259,boundaries/in/wards/state=in_s24/ulb=801259/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,81686,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801260,ward,S24,,801260,boundaries/in/wards/state=in_s24/ulb=801260/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,19917,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801261,ward,S24,,801261,boundaries/in/wards/state=in_s24/ulb=801261/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,11915,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801262,ward,S24,,801262,boundaries/in/wards/state=in_s24/ulb=801262/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,27071,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801263,ward,S24,,801263,boundaries/in/wards/state=in_s24/ulb=801263/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,61515,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801265,ward,S24,,801265,boundaries/in/wards/state=in_s24/ulb=801265/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,67375,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801266,ward,S24,,801266,boundaries/in/wards/state=in_s24/ulb=801266/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,13026,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801268,ward,S24,,801268,boundaries/in/wards/state=in_s24/ulb=801268/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,14730,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801269,ward,S24,,801269,boundaries/in/wards/state=in_s24/ulb=801269/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,22555,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801270,ward,S24,,801270,boundaries/in/wards/state=in_s24/ulb=801270/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,16573,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801271,ward,S24,,801271,boundaries/in/wards/state=in_s24/ulb=801271/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,10805,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801272,ward,S24,,801272,boundaries/in/wards/state=in_s24/ulb=801272/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,10456,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801273,ward,S24,,801273,boundaries/in/wards/state=in_s24/ulb=801273/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,21758,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801274,ward,S24,,801274,boundaries/in/wards/state=in_s24/ulb=801274/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,14859,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801275,ward,S24,,801275,boundaries/in/wards/state=in_s24/ulb=801275/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,13372,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=801276,ward,S24,,801276,boundaries/in/wards/state=in_s24/ulb=801276/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,14336,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900145,ward,S24,,900145,boundaries/in/wards/state=in_s24/ulb=900145/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,25,25,0,,47630,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900193,ward,S24,,900193,boundaries/in/wards/state=in_s24/ulb=900193/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,11,11,0,,17210,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900195,ward,S24,,900195,boundaries/in/wards/state=in_s24/ulb=900195/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,43508,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900196,ward,S24,,900196,boundaries/in/wards/state=in_s24/ulb=900196/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,16326,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900364,ward,S24,,900364,boundaries/in/wards/state=in_s24/ulb=900364/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,15205,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900441,ward,S24,,900441,boundaries/in/wards/state=in_s24/ulb=900441/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,34,34,0,,39548,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900442,ward,S24,,900442,boundaries/in/wards/state=in_s24/ulb=900442/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,26464,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900443,ward,S24,,900443,boundaries/in/wards/state=in_s24/ulb=900443/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,17056,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900445,ward,S24,,900445,boundaries/in/wards/state=in_s24/ulb=900445/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,17709,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900446,ward,S24,,900446,boundaries/in/wards/state=in_s24/ulb=900446/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,25795,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900447,ward,S24,,900447,boundaries/in/wards/state=in_s24/ulb=900447/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,24616,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900448,ward,S24,,900448,boundaries/in/wards/state=in_s24/ulb=900448/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,18,18,0,,42649,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900449,ward,S24,,900449,boundaries/in/wards/state=in_s24/ulb=900449/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,25020,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900450,ward,S24,,900450,boundaries/in/wards/state=in_s24/ulb=900450/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,38039,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900451,ward,S24,,900451,boundaries/in/wards/state=in_s24/ulb=900451/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,18688,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900452,ward,S24,,900452,boundaries/in/wards/state=in_s24/ulb=900452/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,36273,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900453,ward,S24,,900453,boundaries/in/wards/state=in_s24/ulb=900453/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,19058,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900455,ward,S24,,900455,boundaries/in/wards/state=in_s24/ulb=900455/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,19207,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900456,ward,S24,,900456,boundaries/in/wards/state=in_s24/ulb=900456/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,65118,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900457,ward,S24,,900457,boundaries/in/wards/state=in_s24/ulb=900457/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,25177,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900458,ward,S24,,900458,boundaries/in/wards/state=in_s24/ulb=900458/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,36412,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900459,ward,S24,,900459,boundaries/in/wards/state=in_s24/ulb=900459/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,18423,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900491,ward,S24,,900491,boundaries/in/wards/state=in_s24/ulb=900491/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,28019,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900617,ward,S24,,900617,boundaries/in/wards/state=in_s24/ulb=900617/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,15419,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900623,ward,S24,,900623,boundaries/in/wards/state=in_s24/ulb=900623/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,29372,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900624,ward,S24,,900624,boundaries/in/wards/state=in_s24/ulb=900624/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,48156,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900626,ward,S24,,900626,boundaries/in/wards/state=in_s24/ulb=900626/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,11887,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900627,ward,S24,,900627,boundaries/in/wards/state=in_s24/ulb=900627/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,57545,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900628,ward,S24,,900628,boundaries/in/wards/state=in_s24/ulb=900628/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,11628,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900633,ward,S24,,900633,boundaries/in/wards/state=in_s24/ulb=900633/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,24236,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900634,ward,S24,,900634,boundaries/in/wards/state=in_s24/ulb=900634/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,39911,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900637,ward,S24,,900637,boundaries/in/wards/state=in_s24/ulb=900637/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,33582,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900638,ward,S24,,900638,boundaries/in/wards/state=in_s24/ulb=900638/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,37016,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900640,ward,S24,,900640,boundaries/in/wards/state=in_s24/ulb=900640/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,24089,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900641,ward,S24,,900641,boundaries/in/wards/state=in_s24/ulb=900641/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,24062,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900642,ward,S24,,900642,boundaries/in/wards/state=in_s24/ulb=900642/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,16136,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900644,ward,S24,,900644,boundaries/in/wards/state=in_s24/ulb=900644/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,26940,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900645,ward,S24,,900645,boundaries/in/wards/state=in_s24/ulb=900645/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,24682,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900646,ward,S24,,900646,boundaries/in/wards/state=in_s24/ulb=900646/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,90435,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900647,ward,S24,,900647,boundaries/in/wards/state=in_s24/ulb=900647/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,11880,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900648,ward,S24,,900648,boundaries/in/wards/state=in_s24/ulb=900648/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,24323,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900652,ward,S24,,900652,boundaries/in/wards/state=in_s24/ulb=900652/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,27183,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900654,ward,S24,,900654,boundaries/in/wards/state=in_s24/ulb=900654/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,12,12,0,,15519,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900662,ward,S24,,900662,boundaries/in/wards/state=in_s24/ulb=900662/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,21,21,0,,27068,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900663,ward,S24,,900663,boundaries/in/wards/state=in_s24/ulb=900663/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,17012,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900670,ward,S24,,900670,boundaries/in/wards/state=in_s24/ulb=900670/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,21562,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900739,ward,S24,,900739,boundaries/in/wards/state=in_s24/ulb=900739/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,20511,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900740,ward,S24,,900740,boundaries/in/wards/state=in_s24/ulb=900740/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,28516,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900741,ward,S24,,900741,boundaries/in/wards/state=in_s24/ulb=900741/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,65841,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900742,ward,S24,,900742,boundaries/in/wards/state=in_s24/ulb=900742/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,21258,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900743,ward,S24,,900743,boundaries/in/wards/state=in_s24/ulb=900743/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,25502,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900747,ward,S24,,900747,boundaries/in/wards/state=in_s24/ulb=900747/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,33326,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900755,ward,S24,,900755,boundaries/in/wards/state=in_s24/ulb=900755/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,10,10,0,,19224,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900756,ward,S24,,900756,boundaries/in/wards/state=in_s24/ulb=900756/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,34435,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900757,ward,S24,,900757,boundaries/in/wards/state=in_s24/ulb=900757/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,22466,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900758,ward,S24,,900758,boundaries/in/wards/state=in_s24/ulb=900758/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,13745,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900759,ward,S24,,900759,boundaries/in/wards/state=in_s24/ulb=900759/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,13,13,0,,12380,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900763,ward,S24,,900763,boundaries/in/wards/state=in_s24/ulb=900763/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,32362,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=900764,ward,S24,,900764,boundaries/in/wards/state=in_s24/ulb=900764/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,52925,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901017,ward,S24,,901017,boundaries/in/wards/state=in_s24/ulb=901017/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,32909,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901019,ward,S24,,901019,boundaries/in/wards/state=in_s24/ulb=901019/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,17344,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901020,ward,S24,,901020,boundaries/in/wards/state=in_s24/ulb=901020/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,19129,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901021,ward,S24,,901021,boundaries/in/wards/state=in_s24/ulb=901021/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,14850,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901022,ward,S24,,901022,boundaries/in/wards/state=in_s24/ulb=901022/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,31263,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901023,ward,S24,,901023,boundaries/in/wards/state=in_s24/ulb=901023/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,24215,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901024,ward,S24,,901024,boundaries/in/wards/state=in_s24/ulb=901024/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,43158,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901025,ward,S24,,901025,boundaries/in/wards/state=in_s24/ulb=901025/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,12557,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901026,ward,S24,,901026,boundaries/in/wards/state=in_s24/ulb=901026/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,14,14,0,,11763,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901027,ward,S24,,901027,boundaries/in/wards/state=in_s24/ulb=901027/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,14311,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901028,ward,S24,,901028,boundaries/in/wards/state=in_s24/ulb=901028/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,43669,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901029,ward,S24,,901029,boundaries/in/wards/state=in_s24/ulb=901029/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,16777,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901032,ward,S24,,901032,boundaries/in/wards/state=in_s24/ulb=901032/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,67888,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901033,ward,S24,,901033,boundaries/in/wards/state=in_s24/ulb=901033/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,16,16,0,,14405,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901034,ward,S24,,901034,boundaries/in/wards/state=in_s24/ulb=901034/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,18926,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901035,ward,S24,,901035,boundaries/in/wards/state=in_s24/ulb=901035/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,11663,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901036,ward,S24,,901036,boundaries/in/wards/state=in_s24/ulb=901036/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,20213,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901037,ward,S24,,901037,boundaries/in/wards/state=in_s24/ulb=901037/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,52881,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901040,ward,S24,,901040,boundaries/in/wards/state=in_s24/ulb=901040/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,14040,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901041,ward,S24,,901041,boundaries/in/wards/state=in_s24/ulb=901041/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,16188,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901042,ward,S24,,901042,boundaries/in/wards/state=in_s24/ulb=901042/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,34124,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901043,ward,S24,,901043,boundaries/in/wards/state=in_s24/ulb=901043/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,18927,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901044,ward,S24,,901044,boundaries/in/wards/state=in_s24/ulb=901044/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,40305,src-a1dd899f902d,,
boundaries.in.wards.state=in_s24.ulb=901047,ward,S24,,901047,boundaries/in/wards/state=in_s24/ulb=901047/all.geojson,geojson,EPSG:4326,coord-precision-round,0.0001,15,15,0,,19895,src-a1dd899f902d,,
