external_key,party_short_raw,state,year,n_rows,tcpd_party_id,tcpd_party_type,tcpd_party_name,tcpd_frequent_abbrev,current_party_id,proposed_party_id,action,oracle,curator_note
RSUPRP,RSUPRP,uttar-pradesh,2009-2012,2,12437,Local Party,Rashtriya Surya Prakash Party,RSUPRP,parties.IN.UNK,parties.IN.RSUPRP,mint-new,tcpd-unique,TCPD Party_ID 12437 ('Rashtriya Surya Prakash Party'); minting new slug 'parties.IN.RSUPRP' from frequent_abbrev 'RSUPRP'.
RSVC,RSVC,uttar-pradesh,2012,1,6778,,Rashtriya Sadhu Vichar council,RSVC,parties.IN.UNK,parties.IN.RSVC,mint-new,tcpd-unique,TCPD Party_ID 6778 ('Rashtriya Sadhu Vichar council'); minting new slug 'parties.IN.RSVC' from frequent_abbrev 'RSVC'.
RSVP,RSVP,rajasthan|uttar-pradesh,2018-2024,5,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (24403|6841); state-disambiguation also failed across our states (rajasthan|uttar-pradesh).
RSYSP,RSYSP,madhya-pradesh,2018,7,6838,,Rashtriya Sanyukt Samaj Party,RSYSP,parties.IN.UNK,parties.IN.RSYSP,mint-new,tcpd-unique,TCPD Party_ID 6838 ('Rashtriya Sanyukt Samaj Party'); minting new slug 'parties.IN.RSYSP' from frequent_abbrev 'RSYSP'.
RTAMP,RTAMP,madhya-pradesh,2019,1,24380,,Rashtriya Aadarsh Member Party,RTAMP,parties.IN.UNK,parties.IN.RTAMP,mint-new,tcpd-unique,TCPD Party_ID 24380 ('Rashtriya Aadarsh Member Party'); minting new slug 'parties.IN.RTAMP' from frequent_abbrev 'RTAMP'.
RTBHP,RTBHP,karnataka,2019-2024,2,24372,,Raita Bharat Party,RTBHP,parties.IN.UNK,parties.IN.RTBHP,mint-new,tcpd-unique,TCPD Party_ID 24372 ('Raita Bharat Party'); minting new slug 'parties.IN.RTBHP' from frequent_abbrev 'RTBHP'.
RTJAWP,RTJAWP,madhya-pradesh,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
RTJHPR,RTJHPR,bihar|jharkhand,2019-2020,4,24538,,Rashtriya Jaihind Party,RTJHPR,parties.IN.UNK,parties.IN.RTJHPR,mint-new,tcpd-unique,TCPD Party_ID 24538 ('Rashtriya Jaihind Party'); minting new slug 'parties.IN.RTJHPR' from frequent_abbrev 'RTJHPR'.
RTJNMS,RTJNMS,maharashtra,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
RTJP,RTJP,chhattisgarh|uttar-pradesh,2012-2018,19,,,,,parties.IN.UNK,,disputed,none,TCPD collision: label maps to 2 Party_IDs (14657|6577); state-disambiguation also failed across our states (chhattisgarh|uttar-pradesh).
RTJPS,RTJPS,bihar,2020,5,24983,,Rashtriya Janwadi Party (Socialist),RTJPS,parties.IN.UNK,parties.IN.RTJPS,mint-new,tcpd-unique,TCPD Party_ID 24983 ('Rashtriya Janwadi Party (Socialist)'); minting new slug 'parties.IN.RTJPS' from frequent_abbrev 'RTJPS'.
RTJSD,RTJSD,madhya-pradesh|uttar-pradesh,2024,3,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
RTMNSWP,RTMNSWP,bihar,2020,6,24984,,Rashtriya Manav Sewa Party,RTMNSWP,parties.IN.UNK,parties.IN.RTMNSWP,mint-new,tcpd-unique,TCPD Party_ID 24984 ('Rashtriya Manav Sewa Party'); minting new slug 'parties.IN.RTMNSWP' from frequent_abbrev 'RTMNSWP'.
RTMP,RTMP,jharkhand,2019,9,24540,,Rashtriya Mahila Party,RTMP,parties.IN.UNK,parties.IN.RTMP,mint-new,tcpd-unique,TCPD Party_ID 24540 ('Rashtriya Mahila Party'); minting new slug 'parties.IN.RTMP' from frequent_abbrev 'RTMP'.
RTPP,RTPP,bihar|delhi|punjab,2020-2024,9,24542,,Rashtriya Republican Party,RTPP,parties.IN.UNK,parties.IN.RTPP,mint-new,tcpd-unique,TCPD Party_ID 24542 ('Rashtriya Republican Party'); minting new slug 'parties.IN.RTPP' from frequent_abbrev 'RTPP'.
RTRSP,RTRSP,delhi,2015,1,6856,,Rashtriya Shakti Party(India),RTRSP,parties.IN.UNK,parties.IN.RTRSP,mint-new,tcpd-unique,TCPD Party_ID 6856 ('Rashtriya Shakti Party(India)'); minting new slug 'parties.IN.RTRSP' from frequent_abbrev 'RTRSP'.
RTRYDVBHMP,RTRYDVBHMP,himachal-pradesh,2024,4,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
RTSGP,RTSGP,jharkhand,2019,3,24544,,Rashtriya Sangail Party,RTSGP,parties.IN.UNK,parties.IN.RTSGP,mint-new,tcpd-unique,TCPD Party_ID 24544 ('Rashtriya Sangail Party'); minting new slug 'parties.IN.RTSGP' from frequent_abbrev 'RTSGP'.
RTSHD,RTSHD,bihar,2020,1,24986,,Rashtriya Samajhit Dal,RTSHD,parties.IN.UNK,parties.IN.RTSHD,mint-new,tcpd-unique,TCPD Party_ID 24986 ('Rashtriya Samajhit Dal'); minting new slug 'parties.IN.RTSHD' from frequent_abbrev 'RTSHD'.
RTSJP,RTSJP,uttar-pradesh,2017,1,6807,,Rashtriya Samajwadi Jankranti Party,RTSJP,parties.IN.UNK,parties.IN.RTSJP,mint-new,tcpd-unique,TCPD Party_ID 6807 ('Rashtriya Samajwadi Jankranti Party'); minting new slug 'parties.IN.RTSJP' from frequent_abbrev 'RTSJP'.
RTSMJD,RTSMJD,bihar|himachal-pradesh|jharkhand|karnataka|madhya-pradesh|maharashtra|uttar-pradesh,2019-2024,11,24543,,Rashtriya Samaj Dal (R),RTSMJD,parties.IN.UNK,parties.IN.RTSMJD,mint-new,tcpd-unique,TCPD Party_ID 24543 ('Rashtriya Samaj Dal (R)'); minting new slug 'parties.IN.RTSMJD' from frequent_abbrev 'RTSMJD'.
RVIP,RVIP,uttar-pradesh,2017-2024,5,6880,,Rashtriya Vikalp Party,RVIP,parties.IN.UNK,parties.IN.RVIP,mint-new,tcpd-unique,TCPD Party_ID 6880 ('Rashtriya Vikalp Party'); minting new slug 'parties.IN.RVIP' from frequent_abbrev 'RVIP'.
RVLTGONP,RVLTGONP,goa,2024,2,,,,,parties.IN.UNK,parties.IN.RGP,alias-add,legacy-parquet,recovered from legacy elections_candidacies.parquet; target parties.IN.RGP present in current parties.csv.
RVMP,RVMP,uttar-pradesh,2014-2017,3,16993,Local Party,Rashtriya Vikas Manch Party,RVMP,parties.IN.UNK,parties.IN.RVMP,mint-new,tcpd-unique,TCPD Party_ID 16993 ('Rashtriya Vikas Manch Party'); minting new slug 'parties.IN.RVMP' from frequent_abbrev 'RVMP'.
RVP,RVP,haryana|rajasthan|uttar-pradesh,2009-2024,5,6882,Local Party,Rashtriya Vikas Party,RVP,parties.IN.UNK,parties.IN.RVP,mint-new,tcpd-unique,TCPD Party_ID 6882 ('Rashtriya Vikas Party'); minting new slug 'parties.IN.RVP' from frequent_abbrev 'RVP'.
RVYP,RVYP,uttar-pradesh,2019,1,24430,,Rashtriya Vyapari Party,RVYP,parties.IN.UNK,parties.IN.RVYP,mint-new,tcpd-unique,TCPD Party_ID 24430 ('Rashtriya Vyapari Party'); minting new slug 'parties.IN.RVYP' from frequent_abbrev 'RVYP'.
RWJS,RWJS,bihar,2020,1,24976,,Rashtrawadi Jansangh,RWJS,parties.IN.UNK,parties.IN.RWJS,mint-new,tcpd-unique,TCPD Party_ID 24976 ('Rashtrawadi Jansangh'); minting new slug 'parties.IN.RWJS' from frequent_abbrev 'RWJS'.
RWSP,RWSP,uttar-pradesh,2009-2014,5,6391,Local Party,Rashtrawadi Samaj Party,RWSP,parties.IN.UNK,parties.IN.RWSP,mint-new,tcpd-unique,TCPD Party_ID 6391 ('Rashtrawadi Samaj Party'); minting new slug 'parties.IN.RWSP' from frequent_abbrev 'RWSP'.
RYP,RYP,bihar,2015,1,6397,,Rashtrawadi Yuva Party,RYP,parties.IN.UNK,parties.IN.RYP,mint-new,tcpd-unique,TCPD Party_ID 6397 ('Rashtrawadi Yuva Party'); minting new slug 'parties.IN.RYP' from frequent_abbrev 'RYP'.
RYS,RYS,uttar-pradesh,2009,1,12467,Local Party,Rashtriya Yuva Sangh,RYS,parties.IN.UNK,parties.IN.RYS,mint-new,tcpd-unique,TCPD Party_ID 12467 ('Rashtriya Yuva Sangh'); minting new slug 'parties.IN.RYS' from frequent_abbrev 'RYS'.
RYTHU BIDDA PARTY,RYTHU BIDDA PARTY,telangana,2019,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
S(J),S(J),uttar-pradesh,2014,2,16608,Local Party,Swaraj (J),S(J),parties.IN.UNK,parties.IN.S_J,mint-new,tcpd-unique,TCPD Party_ID 16608 ('Swaraj (J)'); minting new slug 'parties.IN.S_J' from frequent_abbrev 'S(J)'.
SAAFP,SAAFP,bihar|delhi,2015-2024,12,7723,,Sathi Aur Aapka Faisala Party,SAAFP,parties.IN.UNK,parties.IN.SAAFP,mint-new,tcpd-unique,TCPD Party_ID 7723 ('Sathi Aur Aapka Faisala Party'); minting new slug 'parties.IN.SAAFP' from frequent_abbrev 'SAAFP'.
SABHI JAN PARTY,SABHI JAN PARTY,uttar-pradesh,2019-2022,5,25045,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25045 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SABHP,SABHP,chhattisgarh|gujarat|madhya-pradesh|maharashtra|uttar-pradesh,2017-2019,17,7712,,Sarvodaya Bharat Party,SABHP,parties.IN.UNK,parties.IN.SABHP,mint-new,tcpd-unique,TCPD Party_ID 7712 ('Sarvodaya Bharat Party'); minting new slug 'parties.IN.SABHP' from frequent_abbrev 'SABHP'.
SABJAN,SABJAN,bihar,2015,2,12469,Local Party,Sabjan Party,SABJAN,parties.IN.UNK,parties.IN.SABJAN,mint-new,tcpd-unique,TCPD Party_ID 12469 ('Sabjan Party'); minting new slug 'parties.IN.SABJAN' from frequent_abbrev 'SABJAN'.
SABJANP,SABJANP,uttar-pradesh,2019-2024,4,24445,,Sabhi Jan Party,SABJANP,parties.IN.UNK,parties.IN.SABJANP,mint-new,tcpd-unique,TCPD Party_ID 24445 ('Sabhi Jan Party'); minting new slug 'parties.IN.SABJANP' from frequent_abbrev 'SABJANP'.
SABKA DAL UNITED,SABKA DAL UNITED,uttar-pradesh,2022,21,7293,,Sabka Dal United,SDU,parties.IN.UNK,parties.IN.SDU,mint-new,tcpd-unique,TCPD Party_ID 7293 ('Sabka Dal United'); minting new slug 'parties.IN.SDU' from frequent_abbrev 'SDU'.
SABP,SABP,bihar,2014-2024,17,16539,Local Party,Sankhyanupati Bhagidari Party,SABP,parties.IN.UNK,parties.IN.SABP,mint-new,tcpd-unique,TCPD Party_ID 16539 ('Sankhyanupati Bhagidari Party'); minting new slug 'parties.IN.SABP' from frequent_abbrev 'SABP'.
SABSE ACHCHHI PARTY,SABSE ACHCHHI PARTY,uttar-pradesh,2022,2,25006,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25006 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SACP,SACP,uttar-pradesh,2019-2024,2,24424,,Sabse Achchhi Party,SACP,parties.IN.UNK,parties.IN.SACP,mint-new,tcpd-unique,TCPD Party_ID 24424 ('Sabse Achchhi Party'); minting new slug 'parties.IN.SACP' from frequent_abbrev 'SACP'.
SACSP,SACSP,punjab,2024,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SAD (M),SAD (M),punjab,2013,1,24870,,NA's,SAD (M),parties.IN.UNK,parties.IN.SAD_M,mint-new,tcpd-unique,"TCPD Party_ID 24870 (""NA's""); minting new slug 'parties.IN.SAD_M' from frequent_abbrev 'SAD (M)'."
SAD(A),SAD(A),rajasthan,2023,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SAD(AMRITSAR),SAD(AMRITSAR),punjab,2018,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SAD(S),SAD(S),punjab,2022,15,25056,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25056 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SADA HAQ PARTY,SADA HAQ PARTY,punjab,2022,1,25064,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25064 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SADSP,SADSP,madhya-pradesh,2019,1,7534,,Saman Aadmi Saman Party,SADSP,parties.IN.UNK,parties.IN.SADSP,mint-new,tcpd-unique,TCPD Party_ID 7534 ('Saman Aadmi Saman Party'); minting new slug 'parties.IN.SADSP' from frequent_abbrev 'SADSP'.
SADT,SADT,punjab,2019,1,24396,,Shiromani Akali Dal (Taksali),SADT,parties.IN.UNK,parties.IN.SADT,mint-new,tcpd-unique,TCPD Party_ID 24396 ('Shiromani Akali Dal (Taksali)'); minting new slug 'parties.IN.SADT' from frequent_abbrev 'SADT'.
SAINIK SAMAJ PARTY,SAINIK SAMAJ PARTY,gujarat|himachal-pradesh|uttarakhand,2022,4,7301,,Sainik Samaj Party,SASP,parties.IN.UNK,parties.IN.SASP,alias-add,tcpd-unique,TCPD Party_ID 7301 ('Sainik Samaj Party'); bridges to existing canonical via abbreviation 'SASP'.
SAJAG SAMAJ PARTY,SAJAG SAMAJ PARTY,west-bengal,2021,1,24548,,Sajag Samaj Party,SJSMP,parties.IN.UNK,parties.IN.SJSMP,mint-new,tcpd-unique,TCPD Party_ID 24548 ('Sajag Samaj Party'); minting new slug 'parties.IN.SJSMP' from frequent_abbrev 'SJSMP'.
SAJP(L),SAJP(L),karnataka,2018,25,7539,,Samanya Janta Party (Loktantrik),SAJP(L),parties.IN.UNK,parties.IN.SAJP_L,mint-new,tcpd-unique,TCPD Party_ID 7539 ('Samanya Janta Party (Loktantrik)'); minting new slug 'parties.IN.SAJP_L' from frequent_abbrev 'SAJP(L)'.
SAK,SAK,punjab,2014,1,24872,,NA's,SAK,parties.IN.UNK,parties.IN.SAK,mint-new,tcpd-unique,"TCPD Party_ID 24872 (""NA's""); minting new slug 'parties.IN.SAK' from frequent_abbrev 'SAK'."
SAKAP,SAKAP,chandigarh|himachal-pradesh|punjab,2017-2019,11,7314,,Samaj Adhikar Kalyan Party,SAKAP,parties.IN.UNK,parties.IN.SAKAP,mint-new,tcpd-unique,TCPD Party_ID 7314 ('Samaj Adhikar Kalyan Party'); minting new slug 'parties.IN.SAKAP' from frequent_abbrev 'SAKAP'.
SAKD,SAKD,bihar,2015,1,7599,,Sampoorna Kranti Dal,SAKD,parties.IN.UNK,parties.IN.SAKD,mint-new,tcpd-unique,TCPD Party_ID 7599 ('Sampoorna Kranti Dal'); minting new slug 'parties.IN.SAKD' from frequent_abbrev 'SAKD'.
SAKSP,SAKSP,uttar-pradesh,2019,1,24453,,Samrat Ashok Sena Party,SAKSP,parties.IN.UNK,parties.IN.SAKSP,mint-new,tcpd-unique,TCPD Party_ID 24453 ('Samrat Ashok Sena Party'); minting new slug 'parties.IN.SAKSP' from frequent_abbrev 'SAKSP'.
SAMAGRA UTTHAN PARTY,SAMAGRA UTTHAN PARTY,uttar-pradesh,2022,1,24358,,Samagra Utthan Party,SGUP,parties.IN.UNK,parties.IN.SGUP,mint-new,tcpd-unique,TCPD Party_ID 24358 ('Samagra Utthan Party'); minting new slug 'parties.IN.SGUP' from frequent_abbrev 'SGUP'.
SAMAGRA VIKAS PARTY,SAMAGRA VIKAS PARTY,uttar-pradesh,2022,1,25005,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25005 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAMAJ ADHIKAR KALYAN PARTY,SAMAJ ADHIKAR KALYAN PARTY,punjab,2022,2,7314,,Samaj Adhikar Kalyan Party,SAKAP,parties.IN.UNK,parties.IN.SAKAP,mint-new,tcpd-unique,TCPD Party_ID 7314 ('Samaj Adhikar Kalyan Party'); minting new slug 'parties.IN.SAKAP' from frequent_abbrev 'SAKAP'.
SAMAJ BHALAI MORCHA,SAMAJ BHALAI MORCHA,punjab,2022,1,25063,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25063 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAMAJ PARIVARTAN PARTY,SAMAJ PARIVARTAN PARTY,uttar-pradesh,2022,1,16955,,Samaj Parivartan Party,SAPP,parties.IN.UNK,parties.IN.SAPP,mint-new,tcpd-unique,TCPD Party_ID 16955 ('Samaj Parivartan Party'); minting new slug 'parties.IN.SAPP' from frequent_abbrev 'SAPP'.
SAMAJ SEVAK PARTY,SAMAJ SEVAK PARTY,uttar-pradesh,2022,4,7321,,Samaj Sevak Party,SASEPA,parties.IN.UNK,parties.IN.SASEPA,mint-new,tcpd-unique,TCPD Party_ID 7321 ('Samaj Sevak Party'); minting new slug 'parties.IN.SASEPA' from frequent_abbrev 'SASEPA'.
SAMAJHDAR PARTY,SAMAJHDAR PARTY,uttar-pradesh,2022,1,25116,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25116 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAMAJIK SANGHARSH PARTY,SAMAJIK SANGHARSH PARTY,punjab,2022,7,25058,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25058 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAMAJWADI ANDOLAN PARTY,SAMAJWADI ANDOLAN PARTY,uttar-pradesh,2022,1,25023,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25023 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAMAJWADI JANATA PARTY(KARNATAKA),SAMAJWADI JANATA PARTY(KARNATAKA),karnataka,2023,6,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SAMAN ADHIKAR PARTY,SAMAN ADHIKAR PARTY,uttar-pradesh,2019-2022,4,7535,,Saman Adhikar Party,SAMAP,parties.IN.UNK,parties.IN.SAMAP,mint-new,tcpd-unique,TCPD Party_ID 7535 ('Saman Adhikar Party'); minting new slug 'parties.IN.SAMAP' from frequent_abbrev 'SAMAP'.
SAMAP,SAMAP,delhi|uttar-pradesh,2017-2024,3,7535,,Saman Adhikar Party,SAMAP,parties.IN.UNK,parties.IN.SAMAP,mint-new,tcpd-unique,TCPD Party_ID 7535 ('Saman Adhikar Party'); minting new slug 'parties.IN.SAMAP' from frequent_abbrev 'SAMAP'.
SAMARTH KISAN PARTY,SAMARTH KISAN PARTY,uttar-pradesh,2022,1,25098,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25098 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAMATA SAMADHAN PARTY,SAMATA SAMADHAN PARTY,madhya-pradesh,2020-2021,3,7591,Local Party,Samata Samadhan Party,SAMSP,parties.IN.UNK,parties.IN.SAMSP,mint-new,tcpd-unique,TCPD Party_ID 7591 ('Samata Samadhan Party'); minting new slug 'parties.IN.SAMSP' from frequent_abbrev 'SAMSP'.
SAMBHAJI BRIGADE PARTY,SAMBHAJI BRIGADE PARTY,goa,2022,3,24549,,Sambhaji Brigade Party,SBBGP,parties.IN.UNK,parties.IN.SBBGP,alias-add,tcpd-unique,TCPD Party_ID 24549 ('Sambhaji Brigade Party'); bridges to existing canonical via abbreviation 'SBBGP'.
SAMDAL,SAMDAL,bihar,2020,3,24991,,Samta Dal (Pragatisheel),SAMDAL,parties.IN.UNK,parties.IN.SAMDAL,mint-new,tcpd-unique,TCPD Party_ID 24991 ('Samta Dal (Pragatisheel)'); minting new slug 'parties.IN.SAMDAL' from frequent_abbrev 'SAMDAL'.
SAMDARSHI SAMAJ PARTY,SAMDARSHI SAMAJ PARTY,uttar-pradesh,2019-2022,2,25086,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25086 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAMRAT ASHOK SENA PARTY,SAMRAT ASHOK SENA PARTY,uttar-pradesh,2022,1,25108,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25108 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SAMSAMPA,SAMSAMPA,madhya-pradesh|uttar-pradesh,2017-2018,9,7600,,Sampoorna Samaj Party,SAMSAMPA,parties.IN.UNK,parties.IN.SAMSAMPA,mint-new,tcpd-unique,TCPD Party_ID 7600 ('Sampoorna Samaj Party'); minting new slug 'parties.IN.SAMSAMPA' from frequent_abbrev 'SAMSAMPA'.
SAMSP,SAMSP,madhya-pradesh,2013-2024,26,7591,Local Party,Samata Samadhan Party,SAMSP,parties.IN.UNK,parties.IN.SAMSP,mint-new,tcpd-unique,TCPD Party_ID 7591 ('Samata Samadhan Party'); minting new slug 'parties.IN.SAMSP' from frequent_abbrev 'SAMSP'.
SAMTA VIKAS PARTY,SAMTA VIKAS PARTY,madhya-pradesh,2020,1,16534,Local Party,Samta Vikas Party,SAVP,parties.IN.UNK,parties.IN.SAVP,mint-new,tcpd-unique,TCPD Party_ID 16534 ('Samta Vikas Party'); minting new slug 'parties.IN.SAVP' from frequent_abbrev 'SAVP'.
SAMYAK PARTY,SAMYAK PARTY,uttar-pradesh,2022,8,25100,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25100 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SANATAN SANSKRITI RAKSHA DAL,SANATAN SANSKRITI RAKSHA DAL,uttar-pradesh,2022,3,7644,Local Party,Sanatan Sanskriti Raksha Dal,SSRD,parties.IN.UNK,parties.IN.SSRD,alias-add,tcpd-unique,TCPD Party_ID 7644 ('Sanatan Sanskriti Raksha Dal'); bridges to existing canonical via abbreviation 'SSRD'.
SANBP,SANBP,maharashtra,2024,2,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SANJHI VIRASAT PARTY,SANJHI VIRASAT PARTY,punjab,2022,4,7664,,Sanjhi Virasat Party,SJVP,parties.IN.UNK,parties.IN.SJVP,mint-new,tcpd-unique,TCPD Party_ID 7664 ('Sanjhi Virasat Party'); minting new slug 'parties.IN.SJVP' from frequent_abbrev 'SJVP'.
SANKISVP,SANKISVP,bihar,2020-2024,9,24992,,Sanyukt Kisan Vikas Party,SANKISVP,parties.IN.UNK,parties.IN.SANKISVP,mint-new,tcpd-unique,TCPD Party_ID 24992 ('Sanyukt Kisan Vikas Party'); minting new slug 'parties.IN.SANKISVP' from frequent_abbrev 'SANKISVP'.
SANVP,SANVP,bihar|delhi|gujarat|uttar-pradesh,2017-2020,10,7674,,Sanyukt Vikas Party,SANVP,parties.IN.UNK,parties.IN.SANVP,mint-new,tcpd-unique,TCPD Party_ID 7674 ('Sanyukt Vikas Party'); minting new slug 'parties.IN.SANVP' from frequent_abbrev 'SANVP'.
SANYUKT SAMAJWADI DAL,SANYUKT SAMAJWADI DAL,uttar-pradesh,2022,1,7671,Local Party,Sanyukt Samajwadi Dal,SSAD,parties.IN.UNK,parties.IN.SSAD,mint-new,tcpd-unique,TCPD Party_ID 7671 ('Sanyukt Samajwadi Dal'); minting new slug 'parties.IN.SSAD' from frequent_abbrev 'SSAD'.
SANYUKT SANGHARSH PARTY,SANYUKT SANGHARSH PARTY,punjab,2022,10,25053,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25053 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SANYUKT VIKAS PARTY,SANYUKT VIKAS PARTY,gujarat|karnataka|uttar-pradesh,2022-2023,6,7674,,Sanyukt Vikas Party,SANVP,parties.IN.UNK,parties.IN.SANVP,mint-new,tcpd-unique,TCPD Party_ID 7674 ('Sanyukt Vikas Party'); minting new slug 'parties.IN.SANVP' from frequent_abbrev 'SANVP'.
SAPAKS PARTY,SAPAKS PARTY,madhya-pradesh,2020-2021,12,18322,,Sapaks Party,SPAKP,parties.IN.UNK,parties.IN.SPAKP,mint-new,tcpd-unique,TCPD Party_ID 18322 ('Sapaks Party'); minting new slug 'parties.IN.SPAKP' from frequent_abbrev 'SPAKP'.
SAPP,SAPP,delhi|uttar-pradesh,2012-2024,4,16955,,Samaj Parivartan Party,SAPP,parties.IN.UNK,parties.IN.SAPP,mint-new,tcpd-unique,TCPD Party_ID 16955 ('Samaj Parivartan Party'); minting new slug 'parties.IN.SAPP' from frequent_abbrev 'SAPP'.
SAPRP,SAPRP,andhra-pradesh,2019,8,18166,,Samaanya Praja Party,SAPRP,parties.IN.UNK,parties.IN.SAPRP,mint-new,tcpd-unique,TCPD Party_ID 18166 ('Samaanya Praja Party'); minting new slug 'parties.IN.SAPRP' from frequent_abbrev 'SAPRP'.
SAPUNPA,SAPUNPA,punjab,2017,4,7296,,Sada Punjab Party,SAPUNPA,parties.IN.UNK,parties.IN.SAPUNPA,mint-new,tcpd-unique,TCPD Party_ID 7296 ('Sada Punjab Party'); minting new slug 'parties.IN.SAPUNPA' from frequent_abbrev 'SAPUNPA'.
SAP_ABBR_2,SAP_ABBR_2,rajasthan,2023,1,,,,,parties.IN.UNK,,skip,none,not in TCPD AE+GE panel; not in legacy elections_candidacies parquet; cannot resolve mechanically.
SARAV SANJHI PARTY,SARAV SANJHI PARTY,punjab,2022,1,25062,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25062 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
SARDAR VALLABHBHAI PATEL PARTY,SARDAR VALLABHBHAI PATEL PARTY,gujarat,2022,6,7682,Local Party,Sardar Vallabhbhai Patel Party,SVPP,parties.IN.UNK,parties.IN.SVPP,alias-add,tcpd-unique,TCPD Party_ID 7682 ('Sardar Vallabhbhai Patel Party'); bridges to existing canonical via abbreviation 'SVPP'.
SARP,SARP,uttar-pradesh,2014-2017,7,16535,Local Party,Samtawadi Republican Party,SARP,parties.IN.UNK,parties.IN.SARP,mint-new,tcpd-unique,TCPD Party_ID 16535 ('Samtawadi Republican Party'); minting new slug 'parties.IN.SARP' from frequent_abbrev 'SARP'.
SARSAMP,SARSAMP,uttar-pradesh,2017,30,7684,,Sarv Sambhaav Party,SARSAMP,parties.IN.UNK,parties.IN.SARSAMP,mint-new,tcpd-unique,TCPD Party_ID 7684 ('Sarv Sambhaav Party'); minting new slug 'parties.IN.SARSAMP' from frequent_abbrev 'SARSAMP'.
SARV RAJYA PARTY,SARV RAJYA PARTY,uttar-pradesh,2022,3,25084,,,,parties.IN.UNK,,disputed,tcpd-unique,TCPD Party_ID 25084 present in AE/GE panel but absent from per-party catalogue; cannot derive mint payload (short / full / type / abbrevs).
